ano,municipio,uf,regiao,codigo_ibge,nome_escola,rede,tipo,nota_media_enem,taxa_aprovacao,indicador_ideb,pib_per_capita
2021,cunha do amparo,RS,Sul,2900039,escola da conceicao ltda,privada,privada,573.4901315789474,0.922,6.14,33549.52
2021,cunha do amparo,RS,Sul,2900039,escola pastor municipal,publica,municipal,566.7083333333334,0.904,6.44,33549.52
2021,guerra paulista,RS,Sul,2900037,escola almeida ltda,privada,privada,537.7910714285714,0.801,4.57,19395.93
2021,guerra paulista,RS,Sul,2900037,escola azevedo ltda,privada,privada,517.0188636363637,0.764,4.13,19395.93
2021,guerra paulista,RS,Sul,2900037,escola camara estadual,publica,estadual,517.8457142857143,0.779,5.96,19395.93
2021,guerra paulista,RS,Sul,2900037,escola fernandes ltda,privada,privada,519.443,0.747,4.63,19395.93
2021,camara grande,SC,Sul,2900045,escola cardoso ltda,privada,privada,521.47,0.73,4.78,18815.89
2021,camara grande,SC,Sul,2900045,escola nogueira municipal,publica,municipal,514.5903333333333,0.843,3.96,18815.89
2021,pacheco das flores,SC,Sul,2900044,escola cunha municipal,publica,municipal,604.3686363636364,0.888,7.83,42977.76
2021,pacheco das flores,SC,Sul,2900044,escola da mota municipal,publica,municipal,621.914375,0.919,7.26,42977.76
2021,pacheco das flores,SC,Sul,2900044,escola mendonca municipal,publica,municipal,605.9345000000001,0.967,7.37,42977.76
2021,pacheco das flores,SC,Sul,2900044,escola rios municipal,publica,municipal,622.9531818181817,0.845,6.93,42977.76
2021,souza verde,SC,Sul,2900043,escola barbosa municipal,publica,municipal,486.0033823529412,0.858,4.69,9694.65
2021,souza verde,SC,Sul,2900043,escola da costa municipal,publica,municipal,491.3926923076924,0.834,5.09,9694.65
2021,souza verde,SC,Sul,2900043,escola moraes municipal,publica,municipal,480.2625,0.815,4.23,9694.65
2021,costela paulista,SP,Sudeste,2900029,escola cardoso ltda,privada,privada,573.8217924528302,0.71,5.41,30506.73
2021,costela paulista,SP,Sudeste,2900029,escola ribeiro estadual,publica,estadual,564.7697142857143,0.867,6.72,30506.73
2021,costela paulista,SP,Sudeste,2900029,escola vargas municipal,publica,municipal,573.4544871794872,0.82,6.19,30506.73
2021,freitas,SP,Sudeste,2900028,escola azevedo estadual,publica,estadual,558.6953125,0.734,5.94,27404.88
2021,freitas,SP,Sudeste,2900028,escola nascimento ltda,privada,privada,554.1521875,0.901,5.36,27404.88
2021,freitas,SP,Sudeste,2900028,escola teixeira estadual,publica,estadual,551.7673809523809,0.824,5.38,27404.88
2021,pereira,SP,Sudeste,2900030,escola melo ltda,privada,privada,488.05605263157895,0.746,3.8,9929.24
2021,pereira,SP,Sudeste,2900030,escola novaes municipal,publica,municipal,480.7975675675675,0.793,3.44,9929.24
2022,cunha,AC,Norte,2900007,escola da cunha ltda,privada,privada,489.6587254901961,0.828,3.99,10995.98
2022,cunha,AC,Norte,2900007,escola moura municipal,publica,municipal,484.99115384615385,0.691,4.64,10995.98
2022,montenegro,AC,Norte,2900008,escola albuquerque ltda,privada,privada,614.5168333333334,0.874,7.16,41262.9
2022,montenegro,AC,Norte,2900008,escola novaes estadual,publica,estadual,610.1137142857143,0.943,6.72,41262.9
2022,montenegro,AC,Norte,2900008,escola rodrigues estadual,publica,estadual,614.2892647058824,0.777,7.22,41262.9
2022,montenegro,AC,Norte,2900008,escola silveira estadual,publica,estadual,620.4935416666666,0.821,7.15,41262.9
2022,novais,AC,Norte,2900009,escola camargo ltda,privada,privada,560.9298275862069,0.763,5.0,31334.09
2022,novais,AC,Norte,2900009,escola rodrigues municipal,publica,municipal,565.3912962962963,0.759,5.55,31334.09
2022,alves,AM,Norte,2900001,escola borges estadual,publica,estadual,535.1923913043478,0.839,4.31,19875.46
2022,alves,AM,Norte,2900001,escola monteiro municipal,publica,municipal,532.67015625,0.803,5.47,19875.46
2022,alves,AM,Norte,2900001,escola moraes estadual,publica,estadual,535.2623076923077,0.921,5.87,19875.46
2022,alves,AM,Norte,2900001,escola sa municipal,publica,municipal,529.2009210526315,0.706,5.69,19875.46
2022,da cruz de goias,AM,Norte,2900002,escola aragao estadual,publica,estadual,606.6653333333333,0.825,7.83,43710.16
2022,da cruz de goias,AM,Norte,2900002,escola camargo municipal,publica,municipal,615.2789166666666,0.883,7.38,43710.16
2022,sousa,AM,Norte,2900003,escola cassiano municipal,publica,municipal,585.7879885057471,0.984,6.74,
2022,sousa,AM,Norte,2900003,escola pires municipal,publica,municipal,583.4035714285715,0.96,,
2022,abreu da serra,BA,Nordeste,2900012,escola camargo estadual,publica,estadual,621.621875,0.98,7.08,43579.67
2022,abreu da serra,BA,Nordeste,2900012,escola fernandes ltda,privada,privada,631.3304,0.869,7.28,43579.67
2022,abreu da serra,BA,Nordeste,2900012,escola ramos municipal,publica,municipal,620.2501351351351,0.865,7.96,43579.67
2022,camara dos dourados,BA,Nordeste,2900011,escola da mata ltda,privada,privada,478.71400000000006,0.673,4.18,9527.22
2022,camara dos dourados,BA,Nordeste,2900011,escola vargas estadual,publica,estadual,487.7446875,0.766,4.33,9527.22
2022,silva,BA,Nordeste,2900010,escola nascimento ltda,privada,privada,589.0873611111111,0.864,6.13,33975.7
2022,silva,BA,Nordeste,2900010,escola sa municipal,publica,municipal,581.3946428571428,0.822,6.9,33975.7
2022,brito da praia,CE,Nordeste,2900016,escola caldeira municipal,publica,municipal,504.621125,0.799,4.5,17847.2
2022,brito da praia,CE,Nordeste,2900016,escola montenegro ltda,privada,privada,502.1697619047619,0.83,3.87,17847.2
2022,pereira paulista,CE,Nordeste,2900017,escola da rosa ltda,privada,privada,520.5348484848486,0.755,5.14,19511.33
2022,pereira paulista,CE,Nordeste,2900017,escola pires municipal,publica,municipal,524.76525,0.875,,19511.33
2022,siqueira,CE,Nordeste,2900018,escola costa ltda,privada,privada,555.9715789473685,0.841,6.63,26825.72
2022,siqueira,CE,Nordeste,2900018,escola montenegro ltda,privada,privada,550.5529545454546,0.706,5.96,26825.72
2022,siqueira,CE,Nordeste,2900018,escola pereira municipal,publica,municipal,558.1204545454545,0.884,6.68,26825.72
2022,siqueira,CE,Nordeste,2900018,escola porto ltda,privada,privada,554.2303333333333,0.854,6.31,26825.72
2022,barros de goias,DF,Centro-Oeste,2900025,escola araujo ltda,privada,privada,554.2806818181817,0.902,5.7,26288.95
2022,barros de goias,DF,Centro-Oeste,2900025,escola da costa municipal,publica,municipal,542.6470707070707,0.835,,26288.95
2022,barros de goias,DF,Centro-Oeste,2900025,escola das neves estadual,publica,estadual,542.5671875,0.956,4.1,26288.95
2022,garcia,DF,Centro-Oeste,2900026,escola barros estadual,publica,estadual,592.0623333333333,0.826,6.0,33605.51
2022,garcia,DF,Centro-Oeste,2900026,escola da costa estadual,publica,estadual,592.4836403508772,0.788,6.81,33605.51
2022,garcia,DF,Centro-Oeste,2900026,escola nunes municipal,publica,municipal,602.2707407407407,0.842,6.82,33605.51
2022,marques da praia,DF,Centro-Oeste,2900027,escola barros estadual,publica,estadual,512.8686538461538,0.799,3.99,15626.83
2022,marques da praia,DF,Centro-Oeste,2900027,escola mendonca municipal,publica,municipal,508.6196551724138,0.768,4.47,15626.83
2022,marques da praia,DF,Centro-Oeste,2900027,escola siqueira estadual,publica,estadual,512.8361904761905,0.698,4.36,15626.83
2022,barros da prata,GO,Centro-Oeste,2900020,escola castro estadual,publica,estadual,515.9213596491228,0.817,4.64,20145.61
2022,barros da prata,GO,Centro-Oeste,2900020,escola nogueira ltda,privada,privada,528.3365151515152,0.623,5.48,20145.61
2022,barros da prata,GO,Centro-Oeste,2900020,escola teixeira ltda,privada,privada,520.0588636363636,0.766,6.03,20145.61
2022,nascimento de campos,GO,Centro-Oeste,2900019,escola cassiano ltda,privada,privada,543.9809523809524,0.78,5.83,22695.73
2022,nascimento de campos,GO,Centro-Oeste,2900019,escola freitas estadual,publica,estadual,532.53203125,0.715,5.36,22695.73
2022,pires da praia,GO,Centro-Oeste,2900021,escola moura estadual,publica,estadual,570.8126923076923,0.821,5.93,30517.18
2022,pires da praia,GO,Centro-Oeste,2900021,escola vasconcelos estadual,publica,estadual,586.6203125,0.87,6.11,30517.18
2022,castro,MG,Sudeste,2900032,escola cunha municipal,publica,municipal,509.9734375,0.735,4.87,14418.36
2022,castro,MG,Sudeste,2900032,escola lima municipal,publica,municipal,508.6397435897436,0.746,5.0,14418.36
2022,castro,MG,Sudeste,2900032,escola nogueira municipal,publica,municipal,513.7908333333334,0.808,3.97,14418.36
2022,castro,MG,Sudeste,2900032,escola pereira ltda,privada,privada,507.5183333333333,0.878,4.49,14418.36
2022,garcia de da mata,MG,Sudeste,2900033,escola costa ltda,privada,privada,488.6081081081081,0.83,4.63,11349.93
2022,garcia de da mata,MG,Sudeste,2900033,escola sa municipal,publica,municipal,493.6043243243244,0.793,5.02,11349.93
2022,garcia de da mata,MG,Sudeste,2900033,escola sales estadual,publica,estadual,491.2253846153847,0.809,4.41,11349.93
2022,garcia de da mata,MG,Sudeste,2900033,escola siqueira estadual,publica,estadual,490.2966666666667,0.824,4.55,11349.93
2022,nascimento,MG,Sudeste,2900031,escola cavalcante estadual,publica,estadual,577.0175925925926,0.841,6.22,27973.02
2022,nascimento,MG,Sudeste,2900031,escola da luz municipal,publica,municipal,571.4310344827586,0.733,5.42,27973.02
2022,nascimento,MG,Sudeste,2900031,escola moura municipal,publica,municipal,578.5202469135803,0.876,6.12,27973.02
2022,aparecida,MT,Centro-Oeste,2900023,escola almeida municipal,publica,municipal,526.9728571428572,0.819,,18941.86
2022,aparecida,MT,Centro-Oeste,2900023,escola mendonca estadual,publica,estadual,519.4379411764705,0.865,5.69,18941.86
2022,santos,MT,Centro-Oeste,2900022,escola abreu estadual,publica,estadual,499.7776666666667,0.769,4.45,12692.03
2022,santos,MT,Centro-Oeste,2900022,escola duarte ltda,privada,privada,498.87442857142855,0.784,4.37,12692.03
2022,santos,MT,Centro-Oeste,2900022,escola peixoto municipal,publica,municipal,493.90866666666665,0.597,5.09,12692.03
2022,vargas,MT,Centro-Oeste,2900024,escola camargo ltda,privada,privada,540.1115277777777,0.887,5.1,22155.76
2022,vargas,MT,Centro-Oeste,2900024,escola fonseca estadual,publica,estadual,541.9733333333334,0.676,4.69,22155.76
2022,andrade do sul,PA,Norte,2900006,escola garcia municipal,publica,municipal,501.1394,0.841,5.66,14147.36
2022,andrade do sul,PA,Norte,2900006,escola gomes ltda,privada,privada,500.85934782608695,0.874,4.34,14147.36
2022,andrade do sul,PA,Norte,2900006,escola martins ltda,privada,privada,506.9283333333334,0.649,5.29,14147.36
2022,andrade do sul,PA,Norte,2900006,escola peixoto estadual,publica,estadual,507.2728947368421,0.741,4.2,14147.36
2022,pastor,PA,Norte,2900005,escola azevedo estadual,publica,estadual,493.16882352941184,0.865,3.53,12158.74
2022,pastor,PA,Norte,2900005,escola lima ltda,privada,privada,498.28117647058826,0.77,4.94,12158.74
2022,pastor,PA,Norte,2900005,escola peixoto ltda,privada,privada,500.0262068965517,0.802,4.07,12158.74
2022,rocha,PA,Norte,2900004,escola castro estadual,publica,estadual,560.5522857142857,0.815,6.3,33490.51
2022,rocha,PA,Norte,2900004,escola rodrigues municipal,publica,municipal,557.2974242424242,0.784,6.55,33490.51
2022,rocha,PA,Norte,2900004,escola vieira municipal,publica,municipal,574.5286,0.811,6.14,33490.51
2022,caldeira de minas,PE,Nordeste,2900015,escola cavalcanti ltda,privada,privada,508.05,0.89,4.3,15793.45
2022,caldeira de minas,PE,Nordeste,2900015,escola da luz municipal,publica,municipal,500.7388596491229,0.754,4.86,15793.45
2022,caldeira de minas,PE,Nordeste,2900015,escola montenegro municipal,publica,municipal,507.9732432432433,0.79,4.45,15793.45
2022,caldeira de minas,PE,Nordeste,2900015,escola teixeira ltda,privada,privada,509.73078125,0.716,5.28,15793.45
2022,cunha,PE,Nordeste,2900014,escola abreu estadual,publica,estadual,518.3003125,0.734,4.64,16634.14
2022,cunha,PE,Nordeste,2900014,escola marques municipal,publica,municipal,522.9023333333333,0.691,4.86,16634.14
2022,cunha,PE,Nordeste,2900014,escola silveira estadual,publica,estadual,508.3378205128205,0.812,5.24,16634.14
2022,cunha,PE,Nordeste,2900014,escola silveira ltda,privada,privada,504.9030769230769,0.75,6.26,16634.14
2022,fernandes paulista,PE,Nordeste,2900013,escola castro municipal,publica,municipal,611.564,0.842,6.54,43377.42
2022,fernandes paulista,PE,Nordeste,2900013,escola da rocha municipal,publica,municipal,598.9286842105263,0.82,6.11,43377.42
2022,fernandes paulista,PE,Nordeste,2900013,escola lopes estadual,publica,estadual,607.797,0.915,6.88,43377.42
2022,da cruz,PR,Sul,2900042,escola andrade ltda,privada,privada,568.2609523809524,0.809,6.04,27454.7
2022,da cruz,PR,Sul,2900042,escola azevedo estadual,publica,estadual,543.5943333333333,0.817,6.4,27454.7
2022,da cruz,PR,Sul,2900042,escola farias estadual,publica,estadual,553.61625,0.803,5.6,27454.7
2022,da luz,PR,Sul,2900041,escola araujo estadual,publica,estadual,492.405,0.74,4.78,12630.16
2022,da luz,PR,Sul,2900041,escola da conceicao municipal,publica,municipal,507.25484375,0.798,4.64,12630.16
2022,da luz,PR,Sul,2900041,escola pires ltda,privada,privada,507.2477941176471,0.767,4.67,12630.16
2022,da luz,PR,Sul,2900041,escola santos ltda,privada,privada,505.605625,0.746,4.28,12630.16
2022,ramos dos dourados,PR,Sul,2900040,escola abreu estadual,publica,estadual,538.9315909090909,0.836,5.89,24973.41
2022,ramos dos dourados,PR,Sul,2900040,escola barbosa ltda,privada,privada,545.7095,0.809,6.33,24973.41
2022,ramos dos dourados,PR,Sul,2900040,escola camara estadual,publica,estadual,553.3411111111111,0.901,5.56,24973.41
2022,andrade,RJ,Sudeste,2900036,escola campos estadual,publica,estadual,601.563,0.978,6.81,40054.1
2022,andrade,RJ,Sudeste,2900036,escola da cruz municipal,publica,municipal,600.2260606060606,0.859,6.77,40054.1
2022,andrade,RJ,Sudeste,2900036,escola machado estadual,publica,estadual,598.4743939393938,0.765,6.91,40054.1
2022,rodrigues,RJ,Sudeste,2900034,escola das neves estadual,publica,estadual,631.53125,0.819,7.24,41705.69
2022,rodrigues,RJ,Sudeste,2900034,escola guerra estadual,publica,estadual,621.1347499999999,0.856,,41705.69
2022,rodrigues,RJ,Sudeste,2900034,escola rios ltda,privada,privada,625.2059523809525,0.87,7.75,41705.69
2022,rodrigues,RJ,Sudeste,2900034,escola silva municipal,publica,municipal,623.6901333333333,0.99,7.51,41705.69
2022,vargas do norte,RJ,Sudeste,2900035,escola freitas municipal,publica,municipal,623.8164864864865,0.862,,49897.63
2022,vargas do norte,RJ,Sudeste,2900035,escola macedo ltda,privada,privada,620.365,0.883,6.69,49897.63
2022,vargas do norte,RJ,Sudeste,2900035,escola moreira estadual,publica,estadual,620.9034848484848,0.93,8.11,49897.63
2022,vargas do norte,RJ,Sudeste,2900035,escola rezende estadual,publica,estadual,620.2238,0.99,7.05,49897.63
2022,cunha,RS,Sul,2900038,escola novaes municipal,publica,municipal,498.60475,0.671,4.17,12731.41
2022,cunha,RS,Sul,2900038,escola pastor estadual,publica,estadual,506.2770588235294,0.847,4.23,12731.41
2022,cunha do amparo,RS,Sul,2900039,escola da conceicao ltda,privada,privada,586.7766666666666,0.766,6.46,31189.28
2022,cunha do amparo,RS,Sul,2900039,escola pastor municipal,publica,municipal,575.7053846153846,0.802,6.69,31189.28
2022,guerra paulista,RS,Sul,2900037,escola almeida ltda,privada,privada,535.3006321839081,0.62,4.42,18807.11
2022,guerra paulista,RS,Sul,2900037,escola azevedo ltda,privada,privada,535.136923076923,0.72,5.54,18807.11
2022,guerra paulista,RS,Sul,2900037,escola camara estadual,publica,estadual,516.5979166666667,0.751,5.05,18807.11
2022,guerra paulista,RS,Sul,2900037,escola fernandes ltda,privada,privada,519.395,0.865,5.19,18807.11
2022,camara grande,SC,Sul,2900045,escola cardoso ltda,privada,privada,509.9902083333333,0.793,4.83,18269.45
2022,camara grande,SC,Sul,2900045,escola nogueira municipal,publica,municipal,514.795394736842,0.798,4.62,18269.45
2022,pacheco das flores,SC,Sul,2900044,escola cunha municipal,publica,municipal,618.484761904762,0.883,8.32,44489.6
2022,pacheco das flores,SC,Sul,2900044,escola da mota municipal,publica,municipal,620.8732142857143,0.988,7.21,44489.6
2022,pacheco das flores,SC,Sul,2900044,escola mendonca municipal,publica,municipal,623.4839583333334,0.893,6.06,44489.6
2022,pacheco das flores,SC,Sul,2900044,escola rios municipal,publica,municipal,610.8658,0.881,6.34,44489.6
2022,souza verde,SC,Sul,2900043,escola barbosa municipal,publica,municipal,488.2459523809524,0.745,4.06,9233.57
2022,souza verde,SC,Sul,2900043,escola da costa municipal,publica,municipal,484.01200000000006,0.8,5.1,9233.57
2022,souza verde,SC,Sul,2900043,escola moraes municipal,publica,municipal,482.7756896551724,0.796,2.5,9233.57
2022,costela paulista,SP,Sudeste,2900029,escola cardoso ltda,privada,privada,570.0202857142857,0.988,6.31,31252.19
2022,costela paulista,SP,Sudeste,2900029,escola ribeiro estadual,publica,estadual,565.5157264957265,0.888,6.06,31252.19
2022,costela paulista,SP,Sudeste,2900029,escola vargas municipal,publica,municipal,570.1476086956521,0.83,6.15,31252.19
2022,freitas,SP,Sudeste,2900028,escola azevedo estadual,publica,estadual,562.4691176470589,0.877,,26724.09
2022,freitas,SP,Sudeste,2900028,escola nascimento ltda,privada,privada,557.7516666666667,0.864,6.45,26724.09
2022,freitas,SP,Sudeste,2900028,escola teixeira estadual,publica,estadual,555.2655769230769,0.832,6.13,26724.09
2022,pereira,SP,Sudeste,2900030,escola melo ltda,privada,privada,479.1461764705882,0.789,4.2,9268.03
2022,pereira,SP,Sudeste,2900030,escola novaes municipal,publica,municipal,490.7103333333333,0.83,5.08,9268.03
2023,cunha,AC,Norte,2900007,escola da cunha ltda,privada,privada,490.7352525252525,0.796,3.55,11534.37
2023,cunha,AC,Norte,2900007,escola moura municipal,publica,municipal,492.136125,0.788,3.89,11534.37
2023,montenegro,AC,Norte,2900008,escola albuquerque ltda,privada,privada,613.48375,0.904,6.7,49249.93
2023,montenegro,AC,Norte,2900008,escola novaes estadual,publica,estadual,603.04625,0.795,6.61,49249.93
2023,montenegro,AC,Norte,2900008,escola rodrigues estadual,publica,estadual,610.2014285714286,0.925,,49249.93
2023,montenegro,AC,Norte,2900008,escola silveira estadual,publica,estadual,606.1793333333334,0.778,7.28,49249.93
2023,novais,AC,Norte,2900009,escola camargo ltda,privada,privada,573.894125,0.842,5.73,31837.76
2023,novais,AC,Norte,2900009,escola rodrigues municipal,publica,municipal,572.6765625,0.903,5.52,31837.76
2023,alves,AM,Norte,2900001,escola borges estadual,publica,estadual,538.8737931034483,0.84,4.91,23509.19
2023,alves,AM,Norte,2900001,escola monteiro municipal,publica,municipal,527.60675,0.752,5.17,23509.19
2023,alves,AM,Norte,2900001,escola moraes estadual,publica,estadual,536.993625,0.84,4.47,23509.19
2023,alves,AM,Norte,2900001,escola sa municipal,publica,municipal,530.3001515151515,0.734,5.27,23509.19
2023,da cruz de goias,AM,Norte,2900002,escola aragao estadual,publica,estadual,627.1278260869566,0.979,7.65,47102.27
2023,da cruz de goias,AM,Norte,2900002,escola camargo municipal,publica,municipal,623.2345714285714,0.908,8.03,47102.27
2023,sousa,AM,Norte,2900003,escola cassiano municipal,publica,municipal,590.8538333333333,0.84,7.08,39394.16
2023,sousa,AM,Norte,2900003,escola pires municipal,publica,municipal,595.0715,0.847,6.76,39394.16
2023,abreu da serra,BA,Nordeste,2900012,escola camargo estadual,publica,estadual,618.1713235294118,0.874,8.77,49733.09
2023,abreu da serra,BA,Nordeste,2900012,escola fernandes ltda,privada,privada,620.5761111111111,0.907,8.26,49733.09
2023,abreu da serra,BA,Nordeste,2900012,escola ramos municipal,publica,municipal,605.437972972973,0.868,7.45,49733.09
2023,camara dos dourados,BA,Nordeste,2900011,escola da mata ltda,privada,privada,482.9068518518519,0.79,4.3,8422.48
2023,camara dos dourados,BA,Nordeste,2900011,escola vargas estadual,publica,estadual,478.39347826086953,0.676,4.23,8422.48
2023,silva,BA,Nordeste,2900010,escola nascimento ltda,privada,privada,582.5588095238095,0.85,8.01,33782.68
2023,silva,BA,Nordeste,2900010,escola sa municipal,publica,municipal,590.2763157894736,0.915,6.86,33782.68
2023,brito da praia,CE,Nordeste,2900016,escola caldeira municipal,publica,municipal,511.3730952380952,0.864,3.89,15657.71
2023,brito da praia,CE,Nordeste,2900016,escola montenegro ltda,privada,privada,507.12388888888887,0.772,5.03,15657.71
2023,pereira paulista,CE,Nordeste,2900017,escola da rosa ltda,privada,privada,521.580588235294,0.756,5.57,20783.43
2023,pereira paulista,CE,Nordeste,2900017,escola pires municipal,publica,municipal,539.2481818181818,0.838,5.18,20783.43
2023,siqueira,CE,Nordeste,2900018,escola costa ltda,privada,privada,561.4337356321839,0.787,7.08,30170.74
2023,siqueira,CE,Nordeste,2900018,escola montenegro ltda,privada,privada,545.7811904761905,0.788,5.69,30170.74
2023,siqueira,CE,Nordeste,2900018,escola pereira municipal,publica,municipal,560.9643181818182,0.79,5.87,30170.74
2023,siqueira,CE,Nordeste,2900018,escola porto ltda,privada,privada,558.2433333333333,0.826,5.26,30170.74
2023,barros de goias,DF,Centro-Oeste,2900025,escola araujo ltda,privada,privada,533.4916129032258,0.724,6.15,25901.14
2023,barros de goias,DF,Centro-Oeste,2900025,escola da costa municipal,publica,municipal,526.5158928571428,0.815,5.66,25901.14
2023,barros de goias,DF,Centro-Oeste,2900025,escola das neves estadual,publica,estadual,543.8396,0.72,4.76,25901.14
2023,garcia,DF,Centro-Oeste,2900026,escola barros estadual,publica,estadual,599.8826923076923,0.921,6.32,45511.78
2023,garcia,DF,Centro-Oeste,2900026,escola da costa estadual,publica,estadual,603.863125,0.887,6.39,45511.78
2023,garcia,DF,Centro-Oeste,2900026,escola nunes municipal,publica,municipal,598.9785555555555,0.9,6.82,45511.78
2023,marques da praia,DF,Centro-Oeste,2900027,escola barros estadual,publica,estadual,503.4380303030304,0.805,5.08,16328.03
2023,marques da praia,DF,Centro-Oeste,2900027,escola mendonca municipal,publica,municipal,499.6811111111112,0.719,4.35,16328.03
2023,marques da praia,DF,Centro-Oeste,2900027,escola siqueira estadual,publica,estadual,502.7302777777778,0.935,4.65,16328.03
2023,barros da prata,GO,Centro-Oeste,2900020,escola castro estadual,publica,estadual,532.6817391304348,0.809,5.32,23938.98
2023,barros da prata,GO,Centro-Oeste,2900020,escola nogueira ltda,privada,privada,531.2638888888889,0.689,5.71,23938.98
2023,barros da prata,GO,Centro-Oeste,2900020,escola teixeira ltda,privada,privada,532.5426,0.791,5.67,23938.98
2023,nascimento de campos,GO,Centro-Oeste,2900019,escola cassiano ltda,privada,privada,540.7682758620689,0.943,5.5,22830.55
2023,nascimento de campos,GO,Centro-Oeste,2900019,escola freitas estadual,publica,estadual,540.6512,0.854,5.75,22830.55
2023,pires da praia,GO,Centro-Oeste,2900021,escola moura estadual,publica,estadual,565.292619047619,0.966,5.95,32102.63
2023,pires da praia,GO,Centro-Oeste,2900021,escola vasconcelos estadual,publica,estadual,578.354347826087,0.765,6.19,32102.63
2023,castro,MG,Sudeste,2900032,escola cunha municipal,publica,municipal,499.4488095238096,0.784,5.8,14077.24
2023,castro,MG,Sudeste,2900032,escola lima municipal,publica,municipal,503.373125,0.739,,14077.24
2023,castro,MG,Sudeste,2900032,escola nogueira municipal,publica,municipal,501.7228846153846,0.819,5.31,14077.24
2023,castro,MG,Sudeste,2900032,escola pereira ltda,privada,privada,509.2936486486487,0.679,3.77,14077.24
2023,garcia de da mata,MG,Sudeste,2900033,escola costa ltda,privada,privada,484.9024324324324,0.682,4.34,10373.99
2023,garcia de da mata,MG,Sudeste,2900033,escola sa municipal,publica,municipal,486.0838157894737,0.89,4.5,10373.99
2023,garcia de da mata,MG,Sudeste,2900033,escola sales estadual,publica,estadual,491.9565789473685,0.725,4.74,10373.99
2023,garcia de da mata,MG,Sudeste,2900033,escola siqueira estadual,publica,estadual,490.3885714285714,0.709,4.01,10373.99
2023,nascimento,MG,Sudeste,2900031,escola cavalcante estadual,publica,estadual,572.3385526315789,0.913,6.39,31478.6
2023,nascimento,MG,Sudeste,2900031,escola da luz municipal,publica,municipal,574.187,0.887,6.45,31478.6
2023,nascimento,MG,Sudeste,2900031,escola moura municipal,publica,municipal,563.0933333333334,0.783,6.2,31478.6
2023,aparecida,MT,Centro-Oeste,2900023,escola almeida municipal,publica,municipal,517.9388888888889,0.821,5.99,23515.08
2023,aparecida,MT,Centro-Oeste,2900023,escola mendonca estadual,publica,estadual,520.8954285714286,0.725,5.41,23515.08
2023,santos,MT,Centro-Oeste,2900022,escola abreu estadual,publica,estadual,497.1711111111111,0.774,4.92,16464.67
2023,santos,MT,Centro-Oeste,2900022,escola duarte ltda,privada,privada,502.0214583333333,0.801,5.01,16464.67
2023,santos,MT,Centro-Oeste,2900022,escola peixoto municipal,publica,municipal,500.92296875,0.763,5.74,16464.67
2023,vargas,MT,Centro-Oeste,2900024,escola camargo ltda,privada,privada,537.685,0.812,5.19,24104.2
2023,vargas,MT,Centro-Oeste,2900024,escola fonseca estadual,publica,estadual,540.1723611111112,0.726,4.9,24104.2
2023,andrade do sul,PA,Norte,2900006,escola garcia municipal,publica,municipal,514.5385294117648,0.707,4.38,15219.63
2023,andrade do sul,PA,Norte,2900006,escola gomes ltda,privada,privada,505.36260869565217,0.683,4.39,15219.63
2023,andrade do sul,PA,Norte,2900006,escola martins ltda,privada,privada,504.1425,0.751,4.34,15219.63
2023,andrade do sul,PA,Norte,2900006,escola peixoto estadual,publica,estadual,506.1546296296296,0.741,4.53,15219.63
2023,pastor,PA,Norte,2900005,escola azevedo estadual,publica,estadual,504.8309375,0.748,4.45,14706.95
2023,pastor,PA,Norte,2900005,escola lima ltda,privada,privada,498.5392857142857,0.706,4.71,14706.95
2023,pastor,PA,Norte,2900005,escola peixoto ltda,privada,privada,505.0276923076923,0.854,5.68,14706.95
2023,rocha,PA,Norte,2900004,escola castro estadual,publica,estadual,561.3133333333333,0.976,6.47,34224.63
2023,rocha,PA,Norte,2900004,escola rodrigues municipal,publica,municipal,573.4805555555555,0.921,,34224.63
2023,rocha,PA,Norte,2900004,escola vieira municipal,publica,municipal,577.8328260869565,0.86,6.38,34224.63
2023,caldeira de minas,PE,Nordeste,2900015,escola cavalcanti ltda,privada,privada,508.5687096774194,0.645,3.77,15596.01
2023,caldeira de minas,PE,Nordeste,2900015,escola da luz municipal,publica,municipal,512.2214814814814,0.854,4.65,15596.01
2023,caldeira de minas,PE,Nordeste,2900015,escola montenegro municipal,publica,municipal,500.7386206896552,0.872,4.79,15596.01
2023,caldeira de minas,PE,Nordeste,2900015,escola teixeira ltda,privada,privada,511.335652173913,0.735,4.72,15596.01
2023,cunha,PE,Nordeste,2900014,escola abreu estadual,publica,estadual,493.8309615384615,0.738,3.92,14909.81
2023,cunha,PE,Nordeste,2900014,escola marques municipal,publica,municipal,511.8611290322581,0.89,5.67,14909.81
2023,cunha,PE,Nordeste,2900014,escola silveira estadual,publica,estadual,508.22222222222223,0.852,5.38,14909.81
2023,cunha,PE,Nordeste,2900014,escola silveira ltda,privada,privada,513.860641025641,0.845,4.45,14909.81
2023,fernandes paulista,PE,Nordeste,2900013,escola castro municipal,publica,municipal,606.0812857142857,0.946,6.53,43285.22
2023,fernandes paulista,PE,Nordeste,2900013,escola da rocha municipal,publica,municipal,600.21328125,0.829,6.31,43285.22
2023,fernandes paulista,PE,Nordeste,2900013,escola lopes estadual,publica,estadual,600.2533333333333,0.898,6.24,43285.22
2023,da cruz,PR,Sul,2900042,escola andrade ltda,privada,privada,541.681052631579,0.861,6.18,22817.43
